,index,ax,ay,az,am,gx,gy,gz,gm,mx,my,mz,mm,label
140,140,-0.7118453333333337,-0.8606790000000001,9.870869,9.933858612583052,0.025979000000000002,0.18343900000000002,-0.553606,0.5837845307971085,7.693356,-30.245789000000002,-54.48579399999999,62.79090082635933,0
141,141,-0.7992300000000002,0.493184,9.666174,9.711689803995595,0.027812,0.184355,-0.4858,0.5203478772600115,8.71751,-31.796646000000003,-54.650493999999995,63.825529154825276,0
142,142,-0.7106483333333337,1.316754,9.807425,9.920909599467704,-0.096194,0.278123,-0.49923900000000004,0.5795215853495019,7.988136,-30.376236,-55.41129300000001,63.69409252210162,0
143,143,-0.8235700000000002,1.351469,9.574,9.703927658575212,0.005515,0.12601800000000002,-0.224044,0.2571121651828244,7.988136,-30.376236,-55.41129300000001,63.69409252210162,0
144,144,-1.1954533333333337,1.709387,9.874460000000001,10.09237696875948,0.057438,0.052103,-0.055751,0.0955092689428623,7.553841,-30.113907,-53.100513,61.51075019475132,0
145,145,-1.590479666666667,1.605243,10.033669,10.28498635199338,0.042167,0.079592,0.025189,0.09352768613624524,9.825184,-30.336182,-53.891434,62.61872593360021,0
146,146,-1.6770663333333335,1.2461280000000001,9.959452,10.176250322151482,0.067518,0.177025,0.153776,0.2440155509900957,8.907635,-31.237701,-51.115475,60.56345192881802,0
147,147,-1.259695,1.733328,9.643429,9.878612267249382,0.074237,0.35570300000000005,0.5141859999999999,0.6296213139451364,9.041447,-31.51152,-52.808310999999996,62.15658748062774,0
148,148,-0.9149450000000002,0.16758699999999999,9.321424,9.367718780117707,0.029033,0.356619,1.052052,1.1112305957603938,11.251446000000001,-28.43924,-52.673885,60.90914192353838,0
149,149,-0.9819796666666667,-1.301193,9.557241000000001,9.695269094825415,0.0021550000000000002,0.309888,1.7148400000000001,1.7426162636016571,9.208473,-30.492584,-54.500614,63.12614815087153,0
150,150,-0.8874126666666666,-1.632775,9.564425,9.74328902487299,-0.158808,0.21642600000000004,1.9087900000000002,1.9275734638244013,11.194763,-30.445922999999997,-53.443474,62.51785232345057,0
